,Combiner Box Schedule,Parallel Source Circuit Detail,# of PV Modules Per PV Source Circuit,# Of PV Source Circuits Per Parallel Source Circuit,1500 VDC Fuse Rating Per PV Source Circuit (A),# Of Parallel Source Circuits Per Combiner Box,1500 VDC Fuse Rating Per Parallel Source Circuit Harness (A),# Of PV Source Circuits Per Combiner Box,Average PV Module Power (W),# Of PV Modules Per Combiner Box,Combiner Box Power (kW),DC/AC Ratio (Based on 3600kW Nominal),1500 VDC Fuse Rating Per PV Combiner Output (A),DC Combiner Box Rating (A),PV Combiner Output Conductor Size and Type,Maximum Voltage (V),Operating Voltage (V),Max. Short Circuit Current (A),Operating Current (A),CB Length (ft),Power Loss From Combiner To Inverter,Power Loss Percentage From Combiner To Inverter,Power Loss Percentage From Average Harness To Combiner,Total
11,25.08,A,6,14,5,5,55,118,475,708,336.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,38.00,146.17,0.04%,1.46%,1.51%
12,25.09,B,6,12,5,4,55,118,475,708,336.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,86.00,330.82,0.10%,1.46%,1.56%
13,25.09,A,6,14,5,5,55,118,475,708,336.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,86.00,330.82,0.10%,1.46%,1.56%
14,25.09,B,6,12,5,4,55,118,475,708,336.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,86.00,330.82,0.10%,1.46%,1.56%
15,25.1,A,6,14,5,4,55,116,475,696,330.6,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,166.00,617.09,0.19%,1.46%,1.65%
16,25.11,A,6,14,5,4,55,104,475,624,296.4,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,230.00,687.25,0.23%,1.46%,1.69%
17,25.11,B,6,12,5,5,55,104,475,624,296.4,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,230.00,687.25,0.23%,1.46%,1.69%
18,25.11,A,6,14,5,4,55,104,475,624,296.4,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,230.00,687.25,0.23%,1.46%,1.69%
0,26.01,A,6,14,5,7,55,98,475,588,279.3,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,342.21,907.96,0.33%,2.43%,2.76%
1,26.02,A,6,14,5,7,55,98,475,588,279.3,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,311.21,825.71,0.30%,2.43%,2.73%
2,26.03,A,6,14,5,7,55,98,475,588,279.3,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,279.21,740.81,0.27%,2.43%,2.70%
3,26.04,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,231.21,801.25,0.25%,2.43%,2.68%
4,26.05,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,199.21,690.35,0.22%,2.43%,2.65%
5,26.06,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,151.21,524.01,0.16%,2.43%,2.60%
6,26.07,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,103.21,357.67,0.11%,2.43%,2.55%
7,26.08,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,71.21,246.77,0.08%,2.43%,2.51%
8,26.09,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,66.79,231.46,0.07%,2.43%,2.51%
9,26.1,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,114.79,397.80,0.12%,2.43%,2.56%
10,26.11,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,146.79,508.69,0.16%,2.43%,2.59%
11,26.12,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,194.79,675.03,0.21%,2.43%,2.65%
0,27.02,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,198.00,686.16,0.21%,2.43%,2.65%
1,27.03,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,150.00,519.82,0.16%,2.43%,2.60%
2,27.04,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,118.00,408.92,0.13%,2.43%,2.56%
3,27.05,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,70.00,242.58,0.08%,2.43%,2.51%
4,27.06,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,68.00,235.65,0.07%,2.43%,2.51%
5,27.07,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,100.00,346.54,0.11%,2.43%,2.54%
6,27.08,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,148.00,512.89,0.16%,2.43%,2.59%
7,27.09,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,196.00,679.23,0.21%,2.43%,2.65%
8,27.1,A,6,14,5,7,55,98,475,588,279.3,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,228.00,604.94,0.22%,2.43%,2.65%
9,27.11,B,6,12,5,9,55,108,475,648,307.8,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,360,268,127.00,409.24,0.13%,0.62%,0.75%
10,27.12,B,6,12,5,9,55,108,475,648,307.8,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,360,268,62.00,199.78,0.06%,0.62%,0.69%
0,28.01,A,6,14,5,6,55,84,475,504,239.4,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,253.00,493.18,0.21%,2.43%,2.64%
1,28.02,A,6,14,5,6,55,84,475,504,239.4,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,222.00,432.75,0.18%,2.43%,2.61%
2,28.03,A,6,14,5,7,55,98,475,588,279.3,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,190.00,504.11,0.18%,1.90%,2.08%
3,28.04,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,126.00,436.65,0.14%,1.63%,1.77%
4,28.05,A,6,14,5,7,55,110,475,660,313.5,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,367,273,62.00,207.25,0.07%,1.56%,1.63%
5,28.05,B,6,12,5,1,55,110,475,660,313.5,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,367,273,62.00,207.25,0.07%,1.56%,1.63%
6,28.06,A,6,14,5,6,55,108,475,648,307.8,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,360,268,92.00,296.45,0.10%,1.02%,1.12%
7,28.06,B,6,12,5,2,55,108,475,648,307.8,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,360,268,92.00,296.45,0.10%,1.02%,1.12%
8,28.07,A,6,14,5,7,55,98,475,588,279.3,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,204.00,541.26,0.19%,0.85%,1.04%
9,28.08,B,6,12,5,8,55,96,475,576,273.6,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,151.00,384.45,0.14%,0.62%,0.76%
10,28.09,A,6,14,5,4,55,92,475,552,262.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,40.00,93.53,0.04%,1.02%,1.06%
11,28.1,A,6,14,5,4,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,70.00,242.58,0.08%,1.63%,1.71%
12,28.1,B,6,12,5,3,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,70.00,242.58,0.08%,1.63%,1.71%
13,28.1,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,70.00,242.58,0.08%,1.63%,1.71%
14,28.11,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,134.00,464.37,0.15%,1.63%,1.77%
15,28.12,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,198.00,686.16,0.21%,1.63%,1.84%
16,28.13,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,262.00,907.95,0.28%,1.63%,1.91%
17,28.14,A,6,14,5,6,55,84,475,504,239.4,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,326.00,635.48,0.27%,1.63%,1.89%
0,29.01,A,6,14,5,4,55,86,475,516,245.1,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,287,213,76.00,155.29,0.06%,0.67%,0.73%
1,29.02,C,6,10,5,3,55,98,475,588,279.3,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,188.00,498.81,0.18%,0.85%,1.03%
2,29.02,A,6,14,5,7,55,98,475,588,279.3,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,188.00,498.81,0.18%,0.85%,1.03%
3,29.03,A,6,14,5,1,55,86,475,516,245.1,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,287,213,1107.67,2263.24,0.92%,0.65%,1.58%
4,29.03,B,6,12,5,6,55,86,475,516,245.1,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,287,213,1107.67,2263.24,0.92%,0.65%,1.58%
5,29.04,A,6,14,5,7,55,98,475,588,279.3,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,996.67,2644.39,0.95%,0.85%,1.80%
6,29.05,A,6,14,5,7,55,98,475,588,279.3,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,884.67,2347.23,0.84%,0.85%,1.69%
7,29.06,A,6,14,5,7,55,98,475,588,279.3,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,772.67,2050.07,0.73%,0.85%,1.58%
8,29.07,A,6,14,5,6,55,94,475,564,267.9,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,314,233,660.67,1612.74,0.60%,0.98%,1.58%
9,29.08,A,6,14,5,6,55,86,475,516,245.1,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,287,213,333.75,681.93,0.28%,1.41%,1.68%
10,29.08,C,6,10,5,1,55,86,475,516,245.1,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,287,213,333.75,681.93,0.28%,1.41%,1.68%
11,29.08,A,6,14,5,4,55,86,475,516,245.1,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,287,213,333.75,681.93,0.28%,1.41%,1.68%
12,29.09,C,6,10,5,3,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,168.00,582.19,0.18%,1.63%,1.81%
13,29.09,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,168.00,582.19,0.18%,1.63%,1.81%
14,29.1,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,104.00,360.41,0.11%,1.63%,1.74%
15,29.11,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,56.00,194.06,0.06%,1.63%,1.69%
0,30.01,A,6,14,5,8,55,112,475,672,319.2,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,205.00,710.42,0.22%,0.85%,1.07%
1,30.02,A,6,14,5,5,55,100,475,600,285,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,334,248,110.00,303.89,0.11%,1.02%,1.13%
2,30.02,C,6,10,5,3,55,100,475,600,285,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,334,248,110.00,303.89,0.11%,1.02%,1.13%
3,30.03,A,6,14,5,4,55,96,475,576,273.6,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,60.00,152.76,0.06%,1.14%,1.19%
4,30.03,C,6,10,5,4,55,96,475,576,273.6,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,60.00,152.76,0.06%,1.14%,1.19%
5,30.04,A,6,14,5,4,55,96,475,576,273.6,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,108.00,274.97,0.10%,1.14%,1.24%
6,30.04,C,6,10,5,4,55,96,475,576,273.6,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,108.00,274.97,0.10%,1.14%,1.24%
7,30.05,A,6,14,5,4,55,96,475,576,273.6,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,172.00,437.92,0.16%,1.14%,1.30%
8,30.05,C,6,10,5,4,55,96,475,576,273.6,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,172.00,437.92,0.16%,1.14%,1.30%
9,30.06,A,6,14,5,4,55,96,475,576,273.6,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,236.00,600.87,0.22%,1.14%,1.36%
10,30.07,A,6,14,5,4,55,98,475,588,279.3,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,215.00,570.44,0.20%,1.63%,1.83%
11,30.07,C,6,10,5,4,55,98,475,588,279.3,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,215.00,570.44,0.20%,1.63%,1.83%
12,30.07,A,6,14,5,7,55,98,475,588,279.3,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,215.00,570.44,0.20%,1.63%,1.83%
13,30.08,A,6,14,5,7,55,98,475,588,279.3,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,168.00,445.74,0.16%,1.63%,1.79%
14,30.09,A,6,14,5,8,55,112,475,672,319.2,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,104.00,360.41,0.11%,1.63%,1.74%
15,30.1,A,6,14,5,8,55,112,475,672,319.2,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,40.00,138.62,0.04%,1.63%,1.67%
16,30.11,A,6,14,5,7,55,98,475,588,279.3,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,54.00,143.27,0.05%,1.63%,1.68%
17,30.12,A,6,14,5,7,55,98,475,588,279.3,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,102.00,270.63,0.10%,1.63%,1.73%
18,30.13,A,6,14,5,7,55,98,475,588,279.3,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,166.00,440.44,0.16%,1.63%,1.79%
19,30.14,A,6,14,5,7,55,98,475,588,279.3,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,214.00,567.79,0.20%,1.63%,1.83%
0,31.01,A,6,14,5,6,55,108,475,648,307.8,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,360,268,277.00,892.59,0.29%,1.55%,1.84%
1,31.02,B,6,12,5,2,55,112,475,672,319.2,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,214.00,741.60,0.23%,1.63%,1.86%
2,31.02,A,6,14,5,8,55,112,475,672,319.2,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,214.00,741.60,0.23%,1.63%,1.86%
3,31.03,A,6,14,5,8,55,112,475,672,319.2,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,150.00,519.82,0.16%,1.63%,1.79%
4,31.04,A,6,14,5,8,55,112,475,672,319.2,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,86.00,298.03,0.09%,1.63%,1.72%
5,31.05,A,6,14,5,8,55,112,475,672,319.2,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,52.00,180.20,0.06%,1.63%,1.69%
6,31.06,A,6,14,5,8,55,112,475,672,319.2,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,116.00,401.99,0.13%,1.63%,1.76%
7,31.07,A,6,14,5,8,55,112,475,672,319.2,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,180.00,623.78,0.20%,1.63%,1.82%
8,31.08,A,6,14,5,8,55,112,475,672,319.2,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,244.00,845.57,0.26%,1.63%,1.89%
9,31.09,A,6,14,5,5,55,94,475,564,267.9,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,314,233,239.00,583.41,0.22%,0.78%,1.00%
10,31.09,B,6,12,5,2,55,94,475,564,267.9,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,314,233,239.00,583.41,0.22%,0.78%,1.00%
11,31.1,A,6,14,5,7,55,98,475,588,279.3,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,127.00,336.96,0.12%,0.85%,0.97%
12,31.11,A,6,14,5,5,55,90,475,540,256.5,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,300,223,47.00,105.17,0.04%,0.96%,1.01%
13,31.11,C,6,10,5,2,55,90,475,540,256.5,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,300,223,47.00,105.17,0.04%,0.96%,1.01%
14,31.12,A,6,14,5,4,55,96,475,576,273.6,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,79.00,201.14,0.07%,1.14%,1.21%
15,31.13,A,6,14,5,4,55,96,475,576,273.6,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,143.00,364.08,0.13%,1.14%,1.27%
16,31.13,C,6,10,5,4,55,96,475,576,273.6,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,143.00,364.08,0.13%,1.14%,1.27%
17,31.13,A,6,14,5,4,55,96,475,576,273.6,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,143.00,364.08,0.13%,1.14%,1.27%
18,31.14,C,6,10,5,4,55,96,475,576,273.6,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,207.00,527.03,0.19%,1.14%,1.33%
19,31.14,A,6,14,5,4,55,96,475,576,273.6,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,207.00,527.03,0.19%,1.14%,1.33%
0,32.01,A,6,14,5,8,55,112,475,672,319.2,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,254.00,880.22,0.28%,1.63%,1.90%
1,32.02,A,6,14,5,8,55,112,475,672,319.2,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,190.00,658.43,0.21%,1.63%,1.84%
2,32.03,A,6,14,5,8,55,112,475,672,319.2,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,126.00,436.65,0.14%,1.63%,1.77%
3,32.04,A,6,14,5,8,55,112,475,672,319.2,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,62.00,214.86,0.07%,1.63%,1.70%
4,32.05,A,6,14,5,8,55,112,475,672,319.2,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,77.00,266.84,0.08%,1.63%,1.71%
5,32.06,A,6,14,5,8,55,112,475,672,319.2,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,141.00,488.63,0.15%,1.63%,1.78%
